ファイル名,学習項目ID,単元,学習項目,問題番号,レベル判定,IRT困難度_300尺度,IRT困難度_theta換算,識別力_300尺度,識別力_theta換算,推定誤差_300尺度,推定誤差_theta換算,主な能力,前提知識,判定理由,基礎レベルと標準レベルの作問方針の違い
m-jh3-A-05-05b.txt,3-A-05-05,2次方程式－因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く,因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く,問題1,基礎レベル,248.7,4.974,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-05b.txt,3-A-05-05,2次方程式－因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く,因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く,問題2,基礎レベル,251.7,5.034,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-05s.txt,3-A-05-05,2次方程式－因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く,因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く,問題1,標準レベル,265.3,5.306,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-05s.txt,3-A-05-05,2次方程式－因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く,因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く,問題2,標準レベル,268.3,5.366,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-06b.txt,3-A-05-06,2次方程式－2次方程式の解の公式を利用した解き方,2次方程式の解の公式を利用した解き方,問題1,基礎レベル,249.8,4.996,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-06b.txt,3-A-05-06,2次方程式－2次方程式の解の公式を利用した解き方,2次方程式の解の公式を利用した解き方,問題2,基礎レベル,252.8,5.056,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-06s.txt,3-A-05-06,2次方程式－2次方程式の解の公式を利用した解き方,2次方程式の解の公式を利用した解き方,問題1,標準レベル,266.3,5.326,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-06s.txt,3-A-05-06,2次方程式－2次方程式の解の公式を利用した解き方,2次方程式の解の公式を利用した解き方,問題2,標準レベル,269.3,5.386,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-07b.txt,3-A-05-07,2次方程式－複雑な2次方程式の解き方,複雑な2次方程式の解き方,問題1,基礎レベル,250.8,5.016,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-07b.txt,3-A-05-07,2次方程式－複雑な2次方程式の解き方,複雑な2次方程式の解き方,問題2,基礎レベル,253.8,5.076,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-07s.txt,3-A-05-07,2次方程式－複雑な2次方程式の解き方,複雑な2次方程式の解き方,問題1,標準レベル,267.4,5.348,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-07s.txt,3-A-05-07,2次方程式－複雑な2次方程式の解き方,複雑な2次方程式の解き方,問題2,標準レベル,270.4,5.408,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-08b.txt,3-A-05-08,2次方程式－解が与えられた2次方程式,解が与えられた2次方程式,問題1,基礎レベル,251.9,5.038,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-08b.txt,3-A-05-08,2次方程式－解が与えられた2次方程式,解が与えられた2次方程式,問題2,基礎レベル,254.9,5.098,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-08s.txt,3-A-05-08,2次方程式－解が与えられた2次方程式,解が与えられた2次方程式,問題1,標準レベル,268.4,5.368,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-08s.txt,3-A-05-08,2次方程式－解が与えられた2次方程式,解が与えられた2次方程式,問題2,標準レベル,271.4,5.428,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-09b.txt,3-A-05-09,2次方程式－2次方程式の利用（数の問題）,2次方程式の利用（数の問題）,問題1,基礎レベル,252.9,5.058,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-09b.txt,3-A-05-09,2次方程式－2次方程式の利用（数の問題）,2次方程式の利用（数の問題）,問題2,基礎レベル,255.9,5.118,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-09s.txt,3-A-05-09,2次方程式－2次方程式の利用（数の問題）,2次方程式の利用（数の問題）,問題1,標準レベル,269.4,5.388,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-09s.txt,3-A-05-09,2次方程式－2次方程式の利用（数の問題）,2次方程式の利用（数の問題）,問題2,標準レベル,272.4,5.448,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-10b.txt,3-A-05-10,2次方程式－2次方程式の利用（図形の問題）,2次方程式の利用（図形の問題）,問題1,基礎レベル,254.0,5.080,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-10b.txt,3-A-05-10,2次方程式－2次方程式の利用（図形の問題）,2次方程式の利用（図形の問題）,問題2,基礎レベル,257.0,5.140,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-10b.txt,3-A-05-10,2次方程式－2次方程式の利用（図形の問題）,2次方程式の利用（図形の問題）,問題3,基礎レベル,260.0,5.200,0.0148,0.740,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-10s.txt,3-A-05-10,2次方程式－2次方程式の利用（図形の問題）,2次方程式の利用（図形の問題）,問題1,標準レベル,270.5,5.410,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-10s.txt,3-A-05-10,2次方程式－2次方程式の利用（図形の問題）,2次方程式の利用（図形の問題）,問題2,標準レベル,273.5,5.470,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-10s.txt,3-A-05-10,2次方程式－2次方程式の利用（図形の問題）,2次方程式の利用（図形の問題）,問題3,標準レベル,276.5,5.530,0.0166,0.830,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-11b.txt,3-A-05-11,2次方程式－2次方程式の利用（動点の問題）,2次方程式の利用（動点の問題）,問題1,基礎レベル,255.0,5.100,0.0140,0.700,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-11b.txt,3-A-05-11,2次方程式－2次方程式の利用（動点の問題）,2次方程式の利用（動点の問題）,問題2,基礎レベル,258.0,5.160,0.0144,0.720,18.0,0.360,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-11s.txt,3-A-05-11,2次方程式－2次方程式の利用（動点の問題）,2次方程式の利用（動点の問題）,問題1,標準レベル,271.5,5.430,0.0158,0.790,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-A-05-11s.txt,3-A-05-11,2次方程式－2次方程式の利用（動点の問題）,2次方程式の利用（動点の問題）,問題2,標準レベル,274.5,5.490,0.0162,0.810,20.0,0.400,数式処理・数量関係の理解,小学校算数の四則計算・数量関係,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：用語・公式・計算手順を1つずつ確認する単問中心。標準：複数条件や式変形を組み合わせ、見通しをもって処理する問題を入れる。
m-jh3-B-01-01b.txt,3-B-01-01,２次関数の利用－２乗に比例する関数,２乗に比例する関数,問題1,基礎レベル,256.1,5.122,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-01b.txt,3-B-01-01,２次関数の利用－２乗に比例する関数,２乗に比例する関数,問題2,基礎レベル,259.1,5.182,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-02b.txt,3-B-01-02,２次関数の利用－２乗に比例する関数を求める,２乗に比例する関数を求める,問題1,基礎レベル,256.6,5.132,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-02b.txt,3-B-01-02,２次関数の利用－２乗に比例する関数を求める,２乗に比例する関数を求める,問題2,基礎レベル,259.6,5.192,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-02b.txt,3-B-01-02,２次関数の利用－２乗に比例する関数を求める,２乗に比例する関数を求める,問題3,基礎レベル,262.6,5.252,0.0148,0.740,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-02b.txt,3-B-01-02,２次関数の利用－２乗に比例する関数を求める,２乗に比例する関数を求める,問題4,基礎レベル,265.6,5.312,0.0152,0.760,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-03b.txt,3-B-01-03,２次関数の利用－２次関数のグラフをかく(a>0の場合),２次関数のグラフをかく(a>0の場合),問題1,基礎レベル,257.1,5.142,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-03b.txt,3-B-01-03,２次関数の利用－２次関数のグラフをかく(a>0の場合),２次関数のグラフをかく(a>0の場合),問題2,基礎レベル,260.1,5.202,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-04b.txt,3-B-01-04,２次関数の利用－２次関数のグラフをかく(a<0の場合),２次関数のグラフをかく(a<0の場合),問題1,基礎レベル,257.6,5.152,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-04b.txt,3-B-01-04,２次関数の利用－２次関数のグラフをかく(a<0の場合),２次関数のグラフをかく(a<0の場合),問題2,基礎レベル,260.6,5.212,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-05b.txt,3-B-01-05,２次関数の利用－y=ax^2の値の変化,y=ax^2の値の変化,問題1,基礎レベル,258.1,5.162,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-05b.txt,3-B-01-05,２次関数の利用－y=ax^2の値の変化,y=ax^2の値の変化,問題2,基礎レベル,261.1,5.222,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-05b.txt,3-B-01-05,２次関数の利用－y=ax^2の値の変化,y=ax^2の値の変化,問題3,基礎レベル,264.1,5.282,0.0148,0.740,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-05b.txt,3-B-01-05,２次関数の利用－y=ax^2の値の変化,y=ax^2の値の変化,問題4,基礎レベル,267.1,5.342,0.0152,0.760,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-06b.txt,3-B-01-06,２次関数の利用－y=ax^2の変域,y=ax^2の変域,問題1,基礎レベル,258.7,5.174,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-06b.txt,3-B-01-06,２次関数の利用－y=ax^2の変域,y=ax^2の変域,問題2,基礎レベル,261.7,5.234,0.0144,0.720,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
m-jh3-B-01-07b.txt,3-B-01-07,２次関数の利用－y=ax^2の変化の割合,y=ax^2の変化の割合,問題1,基礎レベル,259.2,5.184,0.0140,0.700,18.0,0.360,関数関係・グラフの読み取り,座標・比例反比例の基礎・数の計算,中1入学時平均を0、中3卒業時平均を300とする運用尺度で、学年内の学習順、問題レベル、問題文の特徴から校正した暫定値。基礎・標準問題は300超えを目標にせず、発展・模試過去問で300超えを扱う前提です。,基礎：表・式・グラフの対応を直接確認する問題中心。標準：読み取り、式化、グラフ利用を組み合わせる問題を入れる。
